Smiles,MP
c1ccc(-c2ccccc2-c2ccc(-c3ccccc3)c(-c3ccccc3-c3ccccc3)c2)cc1,216.0
c1ccc(-c2cc(-c3ccccc3-c3ccccc3)cc(-c3ccccc3-c3ccccc3)c2)cc1,171.6
c1ccc(-c2cccc(-c3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)c2)cc1,161.0
c1ccc(-c2ccc(-c3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)cc2)cc1,298.0
c1ccc(-c2cc(-c3ccccc3)cc(-c3c(-c4ccccc4)cccc3-c3ccccc3)c2)cc1,256.6
c1ccc(-c2ccc(-c3ccc(-c4ccccc4)c(-c4ccccc4)c3)cc2-c2ccccc2)cc1,230.5
c1ccc(-c2cccc(-c3cc(-c4cccc(-c5ccccc5)c4)cc(-c4cccc(-c5ccccc5)c4)c3)c2)cc1,143.1
c1ccc(-c2cccc(-c3ccccc3-c3ccccc3-c3ccccc3-c3ccccc3-c3cccc(-c4ccccc4)c3)c2)cc1,177.8
c1ccc(-c2ccc(-c3ccccc3-c3ccccc3-c3ccccc3-c3ccccc3-c3ccc(-c4ccccc4)cc3)cc2)cc1,241.2
c1ccc(-c2ccc(-c3ccccc3-c3ccc(-c4ccc(-c5ccccc5-c5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1,303.2
c1ccc(-c2ccc(-c3cccc(-c4cccc(-c5cccc(-c6cccc(-c7ccc(-c8ccccc8)cc7)c6)c5)c4)c3)cc2)cc1,216.3
c1ccc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccccc3-c3ccc(-c4ccccc4-c4ccccc4)cc3)cc2)cc1,203.0
c1ccc(-c2cccc(-c3ccccc3-c3ccc(-c4ccc(-c5ccccc5-c5cccc(-c6ccccc6)c5)cc4)cc3)c2)cc1,185.1
c1ccc(-c2cccc(-c3ccc(-c4ccccc4-c4ccccc4-c4ccc(-c5cccc(-c6ccccc6)c5)cc4)cc3)c2)cc1,144.3
c1ccc(-c2ccccc2-c2ccc(-c3cccc(-c4cccc(-c5ccc(-c6ccccc6-c6ccccc6)cc5)c4)c3)cc2)cc1,213.4
c1ccc(-c2ccc(-c3ccc(-c4ccccc4-c4ccccc4-c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1,253.1
c1ccc(-c2cccc(-c3ccc(-c4cccc(-c5cccc(-c6ccc(-c7cccc(-c8ccccc8)c7)cc6)c5)c4)cc3)c2)cc1,285.3
c1ccc(-c2ccccc2-c2cccc(-c3cccc(-c4cccc(-c5cccc(-c6ccccc6-c6ccccc6)c5)c4)c3)c2)cc1,157.7
c1ccc(-c2ccccc2-c2ccccc2-c2ccc(-c3ccc(-c4ccccc4-c4ccccc4-c4ccccc4)cc3)cc2)cc1,235.1
c1ccc(-c2ccccc2-c2cc(-c3cc(-c4ccccc4-c4ccccc4)cc(-c4ccccc4-c4ccccc4)c3)cc(-c3ccccc3-c3ccccc3)c2)cc1,243.1
c1ccc(-c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccccc5-c5ccccc5)cc4)cc3)cc2)cc1,256.6
c1ccc(-c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6-c6ccccc6)cc5)cc4)cc3)cc2)cc1,309.0
c1ccc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6ccccc6)c5)c34)c2)cc1,149.4
c1ccc(-c2ccccc2-c2cccc3cccc(-c4ccccc4-c4ccccc4)c23)cc1,148.0
c1ccc(-c2ccccc2-c2cccc3cccc(-c4cccc5cccc(-c6ccccc6-c6ccccc6)c45)c23)cc1,271.5
c1ccc(-c2ccc(-c3ccccc3)c(-c3cccc4cccc(-c5cc(-c6ccccc6)ccc5-c5ccccc5)c34)c2)cc1,226.6
c1ccc(-c2cccc(-c3cc(-c4cccc(-c5ccccc5)c4)c(-c4cccc(-c5ccccc5)c4)cc3-c3cccc(-c4ccccc4)c3)c2)cc1,258.0
c1ccc(-c2ccc(-c3ccc4ccccc4c3-c3cccc4ccccc34)cc2)cc1,210.0
c1ccc2c(-c3c(-c4ccc(-c5ccc(-c6ccc7ccccc7c6-c6cccc7ccccc67)cc5)cc4)ccc4ccccc34)cccc2c1,181.0
c1ccc(-c2cccc3cccc(-c4ccc(-c5ccc(-c6cccc7cccc(-c8ccccc8)c67)cc5)cc4)c23)cc1,239.5
c1ccc(-c2ccc(-c3ccc4c(c3)-c3cc(-c5ccc(-c6ccccc6)cc5)ccc3-c3ccc(-c5ccc(-c6ccccc6)cc5)cc3-c3cc(-c5ccc(-c6ccccc6)cc5)ccc3-4)cc2)cc1,431.5
c1ccc(-c2ccccc2-c2ccc(-c3c(-c4ccc(-c5ccccc5-c5ccccc5)cc4)c(-c4ccc(-c5ccccc5-c5ccccc5)cc4)c(-c4ccc(-c5ccccc5-c5ccccc5)cc4)c(-c4ccc(-c5ccccc5-c5ccccc5)cc4)c3-c3ccc(-c4ccccc4-c4ccccc4)cc3)cc2)cc1,335.0
c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4cccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccccc6)c(-c6c(-c7ccccc7)c(-c7ccccc7)c(-c7ccccc7)c(-c7ccccc7)c6-c6ccccc6)c5-c5ccccc5)c4)c3-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,247.5
c1ccc2c(c1)cc(-c1ccc(-c3ccc(-c4ccc(-c5cc6ccccc6c6ccccc56)cc4)cc3)cc1)c1ccccc12,341.0
c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6c7ccccc7cc7ccccc67)cc5)cc4)cc3)c3ccccc3cc2c1,393.0
c1ccc2c(-c3ccc(-c4cc(-c5ccc(-c6cccc7ccccc67)cc5)c(-c5ccc(-c6cccc7ccccc67)cc5)cc4-c4ccc(-c5cccc6ccccc56)cc4)cc3)cccc2c1,286.0
c1ccc2c(c1)cc(-c1ccc(-c3cc(-c4ccc(-c5cc6ccccc6c6ccccc56)cc4)c(-c4ccc(-c5cc6ccccc6c6ccccc56)cc4)cc3-c3ccc(-c4cc5ccccc5c5ccccc45)cc3)cc1)c1ccccc12,414.0
c1ccc(-c2ccccc2-c2cc(-c3ccccc3)c(-c3ccccc3-c3ccccc3)cc2-c2ccccc2)cc1,245.0
c1ccc(-c2ccc(-c3c4c(ccc5ccccc54)cc4ccc5cc6ccc7ccccc7c6c(-c6ccc(-c7ccccc7)cc6)c5c34)cc2)cc1,265.5
c1ccc(-c2ccc(-c3ccccc3-c3cc(-c4ccccc4-c4ccc(-c5ccccc5)cc4)cc(-c4ccccc4-c4ccc(-c5ccccc5)cc4)c3)cc2)cc1,264.5
c1ccc(-c2ccc(-c3ccc4c5ccc(-c6ccc(-c7ccccc7)cc6)cc5c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccccc6)c(-c6ccccc6)c5c4c3)cc2)cc1,334.0
c1ccc2c(-c3cc(-c4ccc(-c5ccc(-c6ccc(-c7cc(-c8cccc9ccccc89)cc(-c8cccc9ccccc89)c7)cc6)cc5)cc4)cc(-c4cccc5ccccc45)c3)cccc2c1,318.5
c1ccc2c(-c3cc(-c4ccc(-c5c6ccccc6c(-c6ccc(-c7cc(-c8cccc9ccccc89)cc(-c8cccc9ccccc89)c7)cc6)c6ccccc56)cc4)cc(-c4cccc5ccccc45)c3)cccc2c1,321.0
c1ccc(-c2ccc(-c3ccccc3)c(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)c2)cc1,219.0
c1ccc(-c2ccc(-c3cccc4ccccc34)cc2-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc1,242.0
c1ccc(-c2cccc(-c3ccccc3)c2-c2ccc3c(ccc4cc(-c5c(-c6ccccc6)cccc5-c5ccccc5)ccc43)c2)cc1,340.0
c1ccc(-c2cccc(-c3ccccc3)c2-c2ccc3c4ccc(-c5c(-c6ccccc6)cccc5-c5ccccc5)cc4c4ccccc4c3c2)cc1,360.0
c1ccc(-c2ccc(-c3c4ccccc4cc4c3ccc3ccccc34)cc2)cc1,219.0
c1ccc(-c2ccc(-c3ccccc3-c3ccccc3)c(-c3ccccc3)c2)cc1,112.5
c1ccc(-c2ccccc2-c2ccc3ccccc3c2-c2ccccc2)cc1,124.5
c1ccc(-c2cc(-c3ccccc3)cc(-c3cc4c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc4c4ccccc34)c2)cc1,355.0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(-c4cc5c6ccccc6c(-c6ccc(-c7cc(-c8ccccc8)cc(-c8ccccc8)c7)cc6)cc5c5ccccc45)cc3)c2)cc1,361.0
c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)c(-c4ccc(-c5ccccc5)cc4)c(-c4ccc(-c5ccccc5)cc4)c3-c3ccc(-c4ccccc4)cc3)cc2)cc1,349.0
c1ccc(-c2ccc(-c3ccccc3)c(-c3ccc4ccccc4c3)c2)cc1,121.0
c1ccc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccccc3)c3ccccc23)cc1,142.0
c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)c4ccccc4c3)cc2)cc1,159.0
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(-c4ccc(-c5ccc(-c6cc(-c7ccccc7)cc(-c7ccccc7)c6)cc5)cc4)cc3)c2)cc1,295.4
c1ccc(-c2cccc(-c3c(-c4cccc(-c5ccccc5)c4)c4ccc5ccccc5c4c4c3ccc3ccccc34)c2)cc1,180.5
c1ccc2cc(-c3ccc(-c4cc(-c5ccc6ccccc6c5)cc(-c5ccc6ccccc6c5)c4)cc3)ccc2c1,210.0
c1ccc2cc(-c3cc(-c4ccc(-c5cc6ccccc6c6ccccc56)cc4)cc(-c4ccc5ccccc5c4)c3)ccc2c1,217.0
c1ccc(-c2ccccc2-c2ccc3ccc(-c4ccccc4-c4ccccc4)cc3c2)cc1,170.0
c1ccc(-c2ccc(-c3cc(-c4ccccc4)cc4ccccc34)cc2)cc1,89.0
c1ccc2ccccc2c1,81.0
c1ccc(-c2cccc3ccccc23)cc1,68.6
c1ccc2cc(-c3ccc(-c4c5ccccc5c(-c5cccc6ccccc56)c5ccccc45)cc3)ccc2c1,278.6
c1ccc(-c2ccc3ccccc3c2)cc1,101.1
c1ccc2cc(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)ccc2c1,364.0
c1ccc2c(-c3cccc4ccccc34)cccc2c1,151.3
c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,182.6
c1cc(-c2cccc3ccccc23)cc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)c1,288.0
c1ccc2c(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cccc2c1,389.5
c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c3ccccc3c2-c2ccccc2)cc1,199.8
c1ccc2c(-c3cc(-c4cccc5ccccc45)cc(-c4cccc5ccccc45)c3)cccc2c1,187.1
c1ccc2cc(-c3cccc4ccccc34)ccc2c1,85.2
c1ccc(-c2ccc(-c3ccccc3)c3ccccc23)cc1,134.4
c1ccc2cc(-c3cc(-c4ccc5ccccc5c4)cc(-c4ccc5ccccc5c4)c3)ccc2c1,224.7
c1ccc2c(-c3c4ccccc4cc4ccccc34)cccc2c1,125.7
c1ccc2cc(-c3c4ccccc4cc4ccccc34)ccc2c1,195.5
c1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc1,252.0
c1ccc(-c2cc3ccccc3c(-c3ccccc3)c2-c2ccccc2)cc1,151.9
c1ccc(-c2c3ccccc3c(-c3cccc4ccccc34)c3ccccc23)cc1,235.8
c1ccc(-c2cc(-c3ccccc3)c3ccccc3c2)cc1,73.8
c1ccc(-c2cc(-c3ccccc3)c3ccccc3c2-c2ccccc2)cc1,160.3
c1ccc(-c2cccc3cccc(-c4ccccc4)c23)cc1,148.7
c1ccc(-c2ccc3ccccc3c2-c2ccccc2)cc1,107.5
c1ccc2c(-c3cc4ccccc4c4ccccc34)cccc2c1,123.5
c1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1,235.0
c1ccc(-c2ccc(-c3ccccc3)c3c(-c4ccccc4)ccc(-c4ccccc4)c23)cc1,276.0
c1ccc(-c2cc3ccccc3cc2-c2ccccc2)cc1,87.8
c1ccc2cc(-c3cc(-c4cccc5ccccc45)cc(-c4cccc5ccccc45)c3)ccc2c1,195.0
c1ccc(-c2cccc3c(-c4ccccc4)cccc23)cc1,256.3
c1ccc2c(-c3ccc(-c4cccc5ccccc45)cc3)cccc2c1,201.5
c1ccc(-c2cc3ccccc3cc2-c2cc3ccccc3cc2-c2ccccc2)cc1,181.5
c1ccc2c(-c3cccc4c3ccc3ccccc34)cccc2c1,113.2
c1ccc(-c2ccc3ccc(-c4ccccc4)cc3c2)cc1,142.3
c1cc(-c2ccc3ccccc3c2)cc(-c2ccc3ccccc3c2)c1,139.5
c1ccc(-c2ccc3ccccc3c2-c2cccc3ccccc23)cc1,138.3
c1ccc(-c2ccc3cccc(-c4ccccc4)c3c2)cc1,93.1
c1cc(-c2cccc3ccccc23)cc(-c2cccc3ccccc23)c1,131.5
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)cc3)ccc2c1,259.5
c1ccc2cc(-c3cc4ccccc4c4ccccc34)ccc2c1,145.4
c1ccc2c(-c3ccc(-c4cccc5ccccc45)c4ccccc34)cccc2c1,186.1
c1ccc2cc3cc(-c4cccc5ccccc45)ccc3cc2c1,67.5
c1ccc(-c2ccc(-c3ccc(-c4ccccc4)c4ccccc34)c3ccccc23)cc1,186.6
c1ccc2cc(-c3cccc4ccc5ccccc5c34)ccc2c1,105.5
c1ccc(-c2ccc3c(-c4ccccc4)cccc3c2)cc1,85.4
c1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3c(-c4ccccc4)c4ccccc4c(-c4ccc5ccccc5c4)c23)cc1,80.0
c1ccc2c(-c3ccc4ccccc4c3-c3cccc4ccccc34)cccc2c1,175.0
c1ccc2cc(-c3ccc4cc5ccccc5cc4c3)ccc2c1,176.5
c1ccc(-c2cccc3ccccc23)c(-c2cccc3ccccc23)c1,162.0
c1ccc2cc(-c3cccc4cc5ccccc5cc34)ccc2c1,145.0
c1ccc2c(-c3ccc4c5cccc6cccc(c7cccc3c74)c65)cccc2c1,304.3
c1ccc(-c2ccc3cccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)c3c2)cc1,242.0
c1ccc2c(-c3cccc4ccc5ccccc5c34)cccc2c1,130.0
c1ccc2c(-c3c4ccccc4cc4c3ccc3ccccc34)cccc2c1,190.0
c1ccc(-c2cccc3cccc(-c4cccc5cccc(-c6ccccc6)c45)c23)cc1,211.2
c1ccc2c(-c3c4ccccc4cc4ccc5ccccc5c34)cccc2c1,210.5
c1ccc2cc(-c3ccc4ccc5ccccc5c4c3)ccc2c1,147.8
c1ccc2cc(-c3c4ccccc4cc4ccc5ccccc5c34)ccc2c1,145.0
c1ccc2c(-c3ccc4ccc5cccc6ccc3c4c56)cccc2c1,161.3
c1ccc2c(-c3cccc4cccc(-c5cccc6ccccc56)c34)cccc2c1,164.9
c1cc(-c2cc3ccc4cccc5ccc(c2)c3c45)c2c(-c3cc4ccc5cccc6ccc(c3)c4c56)cccc2c1,330.0
c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3c2-c2ccccc2)cc1,357.5
c1ccc2cc(-c3c4ccccc4c(-c4cc(-c5cccc6ccccc56)ccc4-c4cccc5ccccc45)c4ccccc34)ccc2c1,292.0
c1ccc(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1,97.5
c1ccc2c(-c3cc4ccc5cccc6ccc(c3)c4c56)cccc2c1,118.1
c1ccc2cc(-c3ccc4cc(-c5ccc6ccccc6c5)ccc4c3)ccc2c1,296.3
c1ccc2c(-c3c4ccccc4c4c5cccc6cccc(c7cccc3c74)c65)cccc2c1,189.6
c1ccc(-c2ccc3ccccc3c2-c2c(-c3ccccc3)ccc3ccccc23)cc1,126.5
c1ccc(-c2ccc3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3c2)cc1,267.8
c1ccc2cc(-c3c4cc5ccccc5cc4cc4ccc5ccccc5c34)ccc2c1,113.0
c1ccc2c(-c3ccc(-c4ccc(-c5cccc6ccccc56)c5ccccc45)c4ccccc34)cccc2c1,179.5
c1ccc2c(-c3cc4cccc5ccc6cccc3c6c54)cccc2c1,159.0
c1ccc(-c2c3ccccc3c(-c3ccc(-c4cccc5cccc(-c6ccc(-c7c8ccccc8c(-c8ccccc8)c8ccccc78)cc6)c45)cc3)c3ccccc23)cc1,343.0
c1ccc2c(-c3cccc4cc5cccc(-c6cccc7ccccc67)c5cc34)cccc2c1,208.0
c1ccc(-c2ccc(-c3ccccc3)c3c(-c4ccccc4)cccc23)cc1,138.5
c1ccc(-c2c(-c3cccc4ccccc34)ccc3ccccc23)cc1,148.9
c1ccc2cc3c(-c4cccc5ccccc45)c4ccccc4cc3cc2c1,204.0
c1ccc(-c2c3ccccc3c(-c3cccc4ccccc34)c3c(-c4ccccc4)c4ccc5ccccc5c4c(-c4ccccc4)c23)cc1,257.5
c1ccc(-c2c3ccccc3c(-c3cccc4ccccc34)c3c(-c4ccccc4)c4ccccc4c(-c4cccc5ccccc45)c23)cc1,301.5
c1ccc2cc(-c3cccc4cccc(-c5ccc6ccccc6c5)c34)ccc2c1,143.6
c1ccc2cc(-c3cc(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)cc3-c3ccc4ccccc4c3)ccc2c1,324.5
c1ccc2c(-c3cc(-c4cccc5ccccc45)c(-c4cccc5ccccc45)cc3-c3cccc4ccccc34)cccc2c1,353.5
c1ccc2cc(-c3c4cc5ccccc5cc4c(-c4ccc5ccccc5c4)c4cc5ccccc5cc34)ccc2c1,160.0
c1ccc2cc3c(-c4cccc5ccccc45)c4cc5ccccc5cc4c(-c4cccc5ccccc45)c3cc2c1,272.0
c1ccc(-c2ccc3cc(-c4cccc5ccccc45)ccc3c2)cc1,156.5
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)c3)ccc2c1,155.5
c1ccc(-c2cc3ccccc3cc2-c2c3ccccc3cc3ccccc23)cc1,183.0
c1ccc2cc(-c3c(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)c3-c3ccc4ccccc4c3)ccc2c1,400.0
c1ccc(-c2cc3ccccc3cc2-c2c3ccccc3c(-c3cc4ccccc4cc3-c3ccccc3)c3ccccc23)cc1,312.5
c1ccc(-c2ccc3ccccc3c2-c2ccc3ccccc3c2)cc1,111.0
c1ccc(-c2c(-c3cc(-c4ccc5ccccc5c4-c4ccccc4)cc(-c4ccc5ccccc5c4-c4ccccc4)c3)ccc3ccccc23)cc1,141.5
c1ccc2cc(-c3cc(-c4ccc5ccccc5c4)c4ccccc4c3)ccc2c1,105.5
c1ccc(-c2cc(-c3ccc4ccccc4c3)cc3ccccc23)cc1,116.0
c1ccc2cc(-c3cccc4c3ccc3ccccc34)ccc2c1,138.0
c1cc(-c2ccc3ccccc3c2)cc(-c2ccc3ccc(-c4cccc(-c5ccc6ccccc6c5)c4)cc3c2)c1,181.5
c1ccc(-c2ccc3ccc4ccccc4c3c2-c2cccc3ccccc23)cc1,147.5
c1ccc(-c2ccc3c(-c4ccccc4)cc(-c4ccccc4)cc3c2)cc1,135.0
c1ccc2c(-c3cccc4cc5c(ccc6ccccc65)cc34)cccc2c1,241.5
c1ccc(-c2c(-c3cccc4ccccc34)c(-c3ccccc3)c3ccccc3c2-c2ccccc2)cc1,118.0
c1ccc2c(-c3cccc4cc5ccc6ccccc6c5cc34)cccc2c1,165.5
c1ccc2cc(-c3cc4ccc5cccc6ccc(c3)c4c56)ccc2c1,210.5
c1ccc2c(-c3cccc4c(-c5cccc6ccccc56)cccc34)cccc2c1,293.0
c1ccc2cc(-c3c4ccccc4cc4c3ccc3ccccc34)ccc2c1,174.5
c1ccc(-c2c3ccccc3cc3cc4ccccc4c(-c4cccc5ccccc45)c23)cc1,269.5
c1ccc(-c2c3ccccc3c(-c3cccc4ccccc34)c3c(-c4ccccc4)c4c(ccc5ccccc54)c(-c4ccccc4)c23)cc1,323.5
c1ccc2cc(-c3cc4cc5ccccc5cc4c4ccc5ccccc5c34)ccc2c1,211.0
c1cc(-c2ccc3ccc4cccc5ccc2c3c45)c2c(-c3ccc4ccc5cccc6ccc3c4c56)cccc2c1,266.0
c1cc(-c2ccc3ccc4cccc5ccc2c3c45)c2c(-c3cccc4cccc(-c5ccc6ccc7cccc8ccc5c6c78)c34)cccc2c1,375.0
c1ccc2cc(-c3c(-c4ccc5ccccc5c4)c4ccccc4c4ccccc34)ccc2c1,282.0
c1ccc2c(-c3cccc4cccc(-c5cccc6cccc(-c7cccc8ccccc78)c56)c34)cccc2c1,287.8
c1ccc2cc(-c3c(-c4cccc5ccccc45)ccc4ccccc34)ccc2c1,162.0
c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c3c(-c4ccccc4)c(-c4cccc(-c5c(-c6ccccc6)c(-c6ccccc6)c6c(-c7ccccc7)c(-c7ccccc7)c(-c7ccccc7)c(-c7ccccc7)c6c5-c5ccccc5)c4)c(-c4ccccc4)c(-c4ccccc4)c3c2-c2ccccc2)cc1,238.0
c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c3cc(-c4ccc5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccccc6)c(-c6ccccc6)c5c4)ccc3c2-c2ccccc2)cc1,464.0
c1ccc2cc3c(-c4cccc5ccccc45)c4ccc5ccccc5c4cc3cc2c1,125.0
c1ccc2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2c1,137.0
c1ccc2c(-c3ccc(-c4cccc5ccccc45)c(-c4cccc5ccccc45)c3)cccc2c1,182.5
c1ccc(-c2c(-c3cccc4ccccc34)c(-c3cccc4ccccc34)c(-c3ccccc3)c3c4ccccc4c4ccccc4c23)cc1,177.5
c1ccc(-c2cc3c(-c4ccc5ccccc5c4)c4ccccc4c(-c4ccc5ccccc5c4)c3cc2-c2ccccc2)cc1,342.0
c1ccc2cc(-c3cc4c(-c5ccc6ccccc6c5)c5ccccc5c(-c5ccc6ccccc6c5)c4cc3-c3ccc4ccccc4c3)ccc2c1,328.0
c1ccc2cc(-c3ccc4ccccc4c3-c3ccc4ccccc4c3)ccc2c1,69.5
c1ccc2c(-c3cccc4ccc5c(ccc6cccc(-c7cccc8ccccc78)c65)c34)cccc2c1,240.0
c1ccc2c(-c3ccc4ccccc4c3-c3c(-c4cccc5ccccc45)ccc4ccccc34)cccc2c1,195.0
c1ccc2cc(-c3ccc4ccc(-c5ccc6ccccc6c5)cc4c3)ccc2c1,203.0
c1ccc2c(-c3c4ccccc4cc4c3cc3ccc5cccc6ccc4c3c56)cccc2c1,203.0
c1ccc(-c2ccc3ccccc3c2-c2cc3ccccc3c3ccccc23)cc1,186.5
c1ccc2cc(-c3c4ccccc4c(-c4cc5c6ccccc6c(-c6c7ccccc7c(-c7ccc8ccccc8c7)c7ccccc67)cc5c5ccccc45)c4ccccc34)ccc2c1,322.1
c1ccc(-c2ccc3cc4ccccc4cc3c2)c(-c2ccc3ccccc3c2)c1,155.5
